Seconds,R_Time,Lat,Long,Animal_ID,Sex,Step_m,Interval_s,Speed_kmh,Heading,State_Num
11073600,2025-04-29 14:00:00,37.13067,-121.99297,164M,M,312.9,14400,0.0782,3.65491,2
11088000,2025-04-29 18:00:00,37.12968,-121.99367,164M,M,126.4,14400,0.0316,3.26295,1
11102400,2025-04-29 22:00:00,37.10555,-121.99736,164M,M,2703.0,14400,0.6758,3.09308,3
11116800,2025-04-30 02:00:00,37.1044,-121.99729,164M,M,128.0,14400,0.032,5.33629,1
11131200,2025-04-30 06:00:00,37.10471,-121.99783,164M,M,59.0,14400,0.0148,2.46835,1
11145600,2025-04-30 10:00:00,37.10429,-121.99741,164M,M,59.7,14400,0.0149,5.60457,1
11160000,2025-04-30 14:00:00,37.10788,-122.00104,164M,M,512.8,14400,0.1282,0.09936,2
11174400,2025-04-30 18:00:00,37.10796,-122.00103,164M,M,8.9,14400,0.0022,5.08061,1
11188800,2025-04-30 22:00:00,37.108,-122.00116,164M,M,12.4,14400,0.0031,2.76216,1
11203200,2025-05-01 02:00:00,37.10798,-122.00115,164M,M,2.4,14400,0.0006,5.09298,1
11217600,2025-05-01 06:00:00,37.1088,-122.00372,164M,M,245.5,14400,0.0614,4.44207,2
11232000,2025-05-01 10:00:00,37.10737,-122.01019,164M,M,595.4,14400,0.1488,5.54772,2
11246400,2025-05-01 14:00:00,37.1142,-122.01794,164M,M,1024.2,14400,0.2561,5.76066,2
11260800,2025-05-01 18:00:00,37.11438,-122.01807,164M,M,23.1,14400,0.0058,5.15891,1
11275200,2025-05-01 22:00:00,37.12849,-122.05505,164M,M,3634.8,14400,0.9087,5.34209,3
11289600,2025-05-02 02:00:00,37.14717,-122.08722,164M,M,3527.9,14400,0.882,5.24734,3
11304000,2025-05-02 06:00:00,37.15643,-122.10683,164M,M,2020.1,14400,0.505,3.52081,3
11318400,2025-05-02 10:00:00,37.15533,-122.10738,164M,M,131.7,14400,0.0329,5.15217,1
11332800,2025-05-02 14:00:00,37.15539,-122.10754,164M,M,15.7,14400,0.0039,5.49017,1
11347200,2025-05-02 18:00:00,37.15612,-122.10847,164M,M,115.7,14400,0.0289,3.91479,1
11361600,2025-05-02 22:00:00,37.15144,-122.1142,164M,M,727.1,14400,0.1818,3.6615,2
11376000,2025-05-03 02:00:00,37.13006,-122.12955,164M,M,2739.2,14400,0.6848,5.46136,3
11390400,2025-05-03 06:00:00,37.13132,-122.13125,164M,M,205.8,14400,0.0514,3.76876,2
11404800,2025-05-03 10:00:00,37.13121,-122.13135,164M,M,15.1,14400,0.0038,0.81593,1
11419200,2025-05-03 14:00:00,37.1313,-122.13123,164M,M,14.6,14400,0.0037,5.74428,1
11433600,2025-05-03 18:00:00,37.13134,-122.13126,164M,M,5.2,14400,0.0013,3.07746,1
11448000,2025-05-03 22:00:00,37.1188,-122.13025,164M,M,1397.3,14400,0.3493,2.92222,2
11462400,2025-05-04 02:00:00,37.11297,-122.12862,164M,M,664.2,14400,0.166,2.03115,2
11476800,2025-05-04 06:00:00,37.10945,-122.11972,164M,M,880.9,14400,0.2202,2.28451,2
11491200,2025-05-04 10:00:00,37.10849,-122.11833,164M,M,163.1,14400,0.0408,3.89096,1
11505600,2025-05-04 14:00:00,37.10831,-122.11854,164M,M,27.3,14400,0.0068,0.39429,1
11520000,2025-05-04 18:00:00,37.10854,-122.11842,164M,M,27.7,14400,0.0069,3.36601,1
11534400,2025-05-04 22:00:00,37.08911,-122.12398,164M,M,2216.1,14400,0.554,2.13702,3
11548800,2025-05-05 02:00:00,37.06812,-122.08261,164M,M,4349.3,14400,1.0873,2.37436,3
11563200,2025-05-05 06:00:00,37.06217,-122.07542,164M,M,919.1,14400,0.2298,1.80522,2
11577600,2025-05-05 10:00:00,37.06136,-122.07117,164M,M,387.7,14400,0.0969,4.59896,2
11592000,2025-05-05 14:00:00,37.06135,-122.07128,164M,M,9.8,14400,0.0025,0.56817,1
11606400,2025-05-05 18:00:00,37.0614,-122.07124,164M,M,6.6,14400,0.0016,0.46272,1
11620800,2025-05-05 22:00:00,37.06831,-122.06692,164M,M,858.7,14400,0.2147,0.18201,2
11635200,2025-05-06 02:00:00,37.09466,-122.06084,164M,M,2979.2,14400,0.7448,0.3158,3
11649600,2025-05-06 06:00:00,37.13148,-122.04575,164M,M,4307.3,14400,1.0768,1.0419,3
11664000,2025-05-06 10:00:00,37.13469,-122.03886,164M,M,707.4,14400,0.1769,0.4033,2
11678400,2025-05-06 14:00:00,37.1422,-122.03484,164M,M,907.9,14400,0.227,0.11709,2
11692800,2025-05-06 18:00:00,37.15609,-122.03279,164M,M,1555.1,14400,0.3888,1.53457,2
11707200,2025-05-06 22:00:00,37.15696,-122.00254,164M,M,2682.5,14400,0.6706,5.56707,3
11721600,2025-05-07 02:00:00,37.18121,-122.02903,164M,M,3574.9,14400,0.8937,4.92046,3
11736000,2025-05-07 06:00:00,37.1827,-122.03789,164M,M,802.2,14400,0.2006,0.62456,2
11750400,2025-05-07 10:00:00,37.18396,-122.03675,164M,M,172.7,14400,0.0432,2.92542,1
11764800,2025-05-07 14:00:00,37.1824,-122.03632,164M,M,177.6,14400,0.0444,3.20441,1
11779200,2025-05-07 18:00:00,37.18164,-122.03638,164M,M,84.7,14400,0.0212,0.25655,1
11793600,2025-05-07 22:00:00,37.18246,-122.03611,164M,M,94.3,14400,0.0236,3.68716,1
11808000,2025-05-08 02:00:00,37.18225,-122.03627,164M,M,27.3,14400,0.0068,0.09926,1
11822400,2025-05-08 06:00:00,37.18233,-122.03626,164M,M,8.9,14400,0.0022,3.34367,1
11836800,2025-05-08 10:00:00,37.18198,-122.03635,164M,M,39.7,14400,0.0099,1.20224,1
11851200,2025-05-08 14:00:00,37.18202,-122.03622,164M,M,12.3,14400,0.0031,4.18733,1
11865600,2025-05-08 18:00:00,37.18196,-122.03635,164M,M,13.3,14400,0.0033,6.17964,1
11880000,2025-05-08 22:00:00,37.18242,-122.03641,164M,M,51.4,14400,0.0129,2.74244,1
11894400,2025-05-09 02:00:00,37.18225,-122.03632,164M,M,20.5,14400,0.0051,0.48825,1
11908800,2025-05-09 06:00:00,37.18243,-122.0362,164M,M,22.7,14400,0.0057,3.29363,1
11923200,2025-05-09 10:00:00,37.18139,-122.0364,164M,M,117.0,14400,0.0292,0.03463,1
11937600,2025-05-09 14:00:00,37.18162,-122.03639,164M,M,25.6,14400,0.0064,0.80295,1
11952000,2025-05-09 18:00:00,37.18172,-122.03626,164M,M,16.0,14400,0.004,5.93082,1
11966400,2025-05-09 22:00:00,37.18198,-122.03638,164M,M,30.8,14400,0.0077,0.36795,1
11980800,2025-05-10 02:00:00,37.18229,-122.03623,164M,M,36.9,14400,0.0092,0.12679,1
11995200,2025-05-10 06:00:00,37.18254,-122.03619,164M,M,28.0,14400,0.007,3.54339,1
12009600,2025-05-10 10:00:00,37.18209,-122.03643,164M,M,54.4,14400,0.0136,3.01963,1
12024000,2025-05-10 14:00:00,37.18157,-122.03635,164M,M,58.3,14400,0.0146,3.28545,1
12038400,2025-05-10 18:00:00,37.18135,-122.03639,164M,M,24.7,14400,0.0062,0.22259,1
12052800,2025-05-10 22:00:00,37.18223,-122.03614,164M,M,100.3,14400,0.0251,0.30045,1
12067200,2025-05-11 02:00:00,37.18259,-122.036,164M,M,41.9,14400,0.0105,3.50246,1
12081600,2025-05-11 06:00:00,37.1824,-122.03609,164M,M,22.6,14400,0.0056,3.81434,1
12096000,2025-05-11 10:00:00,37.1814,-122.03709,164M,M,142.2,14400,0.0355,5.45225,1
12110400,2025-05-11 14:00:00,37.18148,-122.0372,164M,M,13.2,14400,0.0033,5.07459,1
12124800,2025-05-11 18:00:00,37.18164,-122.03773,164M,M,50.2,14400,0.0126,2.62988,1
12139200,2025-05-11 22:00:00,37.175,-122.03305,164M,M,846.8,14400,0.2117,1.50423,2
12153600,2025-05-12 02:00:00,37.17524,-122.02853,164M,M,401.4,14400,0.1003,2.57207,2
12168000,2025-05-12 06:00:00,37.17412,-122.02763,164M,M,147.9,14400,0.037,4.00696,1
12182400,2025-05-12 10:00:00,37.17374,-122.02819,164M,M,65.2,14400,0.0163,1.06404,1
12196800,2025-05-12 14:00:00,37.17397,-122.02767,164M,M,52.7,14400,0.0132,3.78428,1
12211200,2025-05-12 18:00:00,37.17281,-122.02876,164M,M,161.1,14400,0.0403,4.17204,1
12222000,2025-05-12 21:00:00,37.15964,-122.0563,164M,M,2846.0,10800,0.9487,0.79474,3
12240000,2025-05-13 02:00:00,37.16122,-122.05428,164M,M,250.8,18000,0.0502,4.82604,2
12254400,2025-05-13 06:00:00,37.16233,-122.06649,164M,M,1089.0,14400,0.2723,2.51611,2
12268800,2025-05-13 10:00:00,37.16201,-122.0662,164M,M,43.9,14400,0.011,4.42207,1
12283200,2025-05-13 14:00:00,37.16196,-122.06641,164M,M,19.4,14400,0.0049,5.26555,1
12297600,2025-05-13 18:00:00,37.16258,-122.06767,164M,M,131.2,14400,0.0328,5.01105,1
12312000,2025-05-13 22:00:00,37.16786,-122.0892,164M,M,1996.1,14400,0.499,4.0812,2
12326400,2025-05-14 02:00:00,37.15584,-122.10983,164M,M,2264.6,14400,0.5662,3.2334,3
12340800,2025-05-14 06:00:00,37.13679,-122.11203,164M,M,2127.2,14400,0.5318,3.06204,3
12355200,2025-05-14 10:00:00,37.13639,-122.11199,164M,M,44.6,14400,0.0112,5.46729,1
12369600,2025-05-14 14:00:00,37.13645,-122.11207,164M,M,9.7,14400,0.0024,1.87468,1
12384000,2025-05-14 18:00:00,37.13641,-122.11191,164M,M,14.9,14400,0.0037,2.43674,1
12398400,2025-05-14 22:00:00,37.12428,-122.09897,164M,M,1770.7,14400,0.4427,1.87347,2
12412800,2025-05-15 02:00:00,37.11721,-122.07059,164M,M,2636.2,14400,0.6591,2.72974,3
12427200,2025-05-15 06:00:00,37.11292,-122.06824,164M,M,520.6,14400,0.1301,6.09487,2
12441600,2025-05-15 10:00:00,37.12225,-122.07047,164M,M,1056.1,14400,0.264,6.18384,2
12456000,2025-05-15 14:00:00,37.12241,-122.07049,164M,M,17.9,14400,0.0045,0.63918,1
12470400,2025-05-15 18:00:00,37.12418,-122.06884,164M,M,245.2,14400,0.0613,1.71174,2
12484800,2025-05-15 22:00:00,37.12296,-122.05806,164M,M,965.3,14400,0.2413,1.54591,2
12499200,2025-05-16 02:00:00,37.12341,-122.03528,164M,M,2020.3,14400,0.5051,2.25483,3
12513600,2025-05-16 06:00:00,37.10773,-122.01117,164M,M,2758.7,14400,0.6897,2.3932,3
12528000,2025-05-16 10:00:00,37.1042,-122.00706,164M,M,535.6,14400,0.1339,3.61469,2
12542400,2025-05-16 14:00:00,37.10152,-122.00878,164M,M,334.8,14400,0.0837,3.54724,2
12556800,2025-05-16 18:00:00,37.10126,-122.00892,164M,M,31.5,14400,0.0079,3.36693,1
12571200,2025-05-16 22:00:00,37.08184,-122.0145,164M,M,2215.4,14400,0.5538,1.59299,3
12585600,2025-05-17 02:00:00,37.08139,-121.98924,164M,M,2241.3,14400,0.5603,1.30553,3
12600000,2025-05-17 06:00:00,37.08326,-121.98061,164M,M,793.3,14400,0.1983,4.0642,2
12614400,2025-05-17 10:00:00,37.07955,-121.98675,164M,M,683.3,14400,0.1708,1.33996,2
12628800,2025-05-17 14:00:00,37.07961,-121.98643,164M,M,29.2,14400,0.0073,5.90363,1
12643200,2025-05-17 18:00:00,37.07963,-121.98644,164M,M,2.4,14400,0.0006,0.97804,1
12657600,2025-05-17 22:00:00,37.08287,-121.98041,164M,M,644.9,14400,0.1612,6.23076,2
12672000,2025-05-18 02:00:00,37.09275,-121.98106,164M,M,1100.1,14400,0.275,0.09083,2
12686400,2025-05-18 06:00:00,37.10711,-121.97942,164M,M,1603.4,14400,0.4008,0.37943,2
12700800,2025-05-18 10:00:00,37.10717,-121.97939,164M,M,7.2,14400,0.0018,0.9258,1
12715200,2025-05-18 14:00:00,37.10726,-121.97924,164M,M,16.6,14400,0.0042,3.00945,1
12729600,2025-05-18 18:00:00,37.1072,-121.97923,164M,M,6.7,14400,0.0017,0.21166,1
12744000,2025-05-18 22:00:00,37.1108,-121.97826,164M,M,409.4,14400,0.1024,5.95734,2
12758400,2025-05-19 02:00:00,37.12031,-121.98229,164M,M,1116.2,14400,0.2791,5.764,2
12772800,2025-05-19 06:00:00,37.14759,-122.00185,164M,M,3494.0,14400,0.8735,5.80069,3
12787200,2025-05-19 10:00:00,37.14864,-122.00254,164M,M,131.8,14400,0.033,3.22113,1
12801600,2025-05-19 14:00:00,37.14854,-122.00255,164M,M,11.2,14400,0.0028,0.30864,1
12816000,2025-05-19 18:00:00,37.14859,-122.00253,164M,M,5.8,14400,0.0015,6.0249,1
12830400,2025-05-19 22:00:00,37.16138,-122.00677,164M,M,1471.0,14400,0.3677,6.21499,2
12844800,2025-05-20 02:00:00,37.17048,-122.00755,164M,M,1014.2,14400,0.2536,0.60412,2
12859200,2025-05-20 06:00:00,37.17706,-122.00185,164M,M,889.0,14400,0.2223,0.89758,2
12873600,2025-05-20 10:00:00,37.17767,-122.00089,164M,M,108.8,14400,0.0272,0.45447,1
12888000,2025-05-20 14:00:00,37.17873,-122.00024,164M,M,131.2,14400,0.0328,4.98439,1
12902400,2025-05-20 18:00:00,37.17875,-122.00033,164M,M,8.3,14400,0.0021,5.47143,1
12916800,2025-05-20 22:00:00,37.18401,-122.00729,164M,M,849.9,14400,0.2125,3.90728,2
12931200,2025-05-21 02:00:00,37.1734,-122.02009,164M,M,1636.4,14400,0.4091,4.49868,2
12945600,2025-05-21 06:00:00,37.17189,-122.02882,164M,M,791.5,14400,0.1979,5.17763,2
12960000,2025-05-21 10:00:00,37.17191,-122.02887,164M,M,5.0,14400,0.0012,2.65328,1
12974400,2025-05-21 14:00:00,37.17164,-122.02869,164M,M,34.0,14400,0.0085,1.11676,1
12988800,2025-05-21 18:00:00,37.17171,-122.02851,164M,M,17.7,14400,0.0044,4.65971,1
13003200,2025-05-21 22:00:00,37.17083,-122.04941,164M,M,1854.4,14400,0.4636,4.57956,2
13017600,2025-05-22 02:00:00,37.16686,-122.08664,164M,M,3328.2,14400,0.8321,3.59507,3
13032000,2025-05-22 06:00:00,37.1463,-122.09921,164M,M,2543.1,14400,0.6358,2.5224,3
13046400,2025-05-22 10:00:00,37.14243,-122.09575,164M,M,528.4,14400,0.1321,3.44901,2
13060800,2025-05-22 14:00:00,37.14012,-122.09667,164M,M,269.5,14400,0.0674,4.56658,2
13075200,2025-05-22 18:00:00,37.13988,-122.09872,164M,M,183.7,14400,0.0459,5.41818,1
13089600,2025-05-22 22:00:00,37.14962,-122.11306,164M,M,1669.9,14400,0.4175,5.49794,2
13104000,2025-05-23 02:00:00,37.15253,-122.11671,164M,M,457.5,14400,0.1144,6.08363,2
13118400,2025-05-23 06:00:00,37.15915,-122.11839,164M,M,751.0,14400,0.1878,0.07848,2
13132800,2025-05-23 10:00:00,37.16067,-122.11824,164M,M,169.5,14400,0.0424,2.70703,1
13147200,2025-05-23 14:00:00,37.15976,-122.11771,164M,M,111.6,14400,0.0279,2.80348,1
13161600,2025-05-23 18:00:00,37.15636,-122.11621,164M,M,400.8,14400,0.1002,3.03871,2
13176000,2025-05-23 22:00:00,37.15057,-122.11546,164M,M,647.2,14400,0.1618,5.82318,2
13190400,2025-05-24 02:00:00,37.15094,-122.11569,164M,M,45.9,14400,0.0115,2.68413,1
13204800,2025-05-24 06:00:00,37.1506,-122.11548,164M,M,42.1,14400,0.0105,3.1862,1
13219200,2025-05-24 10:00:00,37.14935,-122.11555,164M,M,139.1,14400,0.0348,0.55204,1
13233600,2025-05-24 14:00:00,37.14957,-122.11538,164M,M,28.7,14400,0.0072,5.90395,1
13248000,2025-05-24 18:00:00,37.14959,-122.11539,164M,M,2.4,14400,0.0006,2.97093,1
13262400,2025-05-24 22:00:00,37.13872,-122.11304,164M,M,1226.5,14400,0.3066,2.91627,2
13276800,2025-05-25 02:00:00,37.11903,-122.10738,164M,M,2246.2,14400,0.5615,3.32904,3
13291200,2025-05-25 06:00:00,37.11512,-122.10831,164M,M,442.5,14400,0.1106,3.15917,2
13305600,2025-05-25 10:00:00,37.11149,-122.10839,164M,M,403.7,14400,0.1009,1.98437,2
13320000,2025-05-25 14:00:00,37.11135,-122.10799,164M,M,38.7,14400,0.0097,3.55189,1
13334400,2025-05-25 18:00:00,37.11124,-122.10805,164M,M,13.3,14400,0.0033,6.25508,1
13348800,2025-05-25 22:00:00,37.11663,-122.10824,164M,M,599.6,14400,0.1499,3.57277,2
13363200,2025-05-26 02:00:00,37.11637,-122.10839,164M,M,31.8,14400,0.008,2.7826,1
13377600,2025-05-26 06:00:00,37.11586,-122.10815,164M,M,60.6,14400,0.0151,3.12954,1
13392000,2025-05-26 10:00:00,37.11123,-122.10808,164M,M,514.9,14400,0.1287,0.30878,2
13406400,2025-05-26 14:00:00,37.11128,-122.10806,164M,M,5.8,14400,0.0015,3.68061,1
13420800,2025-05-26 18:00:00,37.1112,-122.10812,164M,M,10.4,14400,0.0026,6.22101,1
13435200,2025-05-26 22:00:00,37.11658,-122.10854,164M,M,599.4,14400,0.1498,2.4404,2
13449600,2025-05-27 02:00:00,37.11624,-122.10818,164M,M,49.5,14400,0.0124,1.06232,1
13464000,2025-05-27 06:00:00,37.11628,-122.10809,164M,M,9.1,14400,0.0023,1.68274,1
13478400,2025-05-27 10:00:00,37.11602,-122.10519,164M,M,258.8,14400,0.0647,6.0412,2
13492800,2025-05-27 14:00:00,37.11644,-122.10532,164M,M,48.1,14400,0.012,5.45182,1
13507200,2025-05-27 18:00:00,37.11652,-122.10543,164M,M,13.2,14400,0.0033,4.61154,1
13521600,2025-05-27 22:00:00,37.11629,-122.10828,164M,M,254.0,14400,0.0635,0.72902,2
13536000,2025-05-28 02:00:00,37.13257,-122.09004,164M,M,2427.4,14400,0.6068,1.2457,3
13550400,2025-05-28 06:00:00,37.13918,-122.06543,164M,M,2302.0,14400,0.5755,1.53906,3
13564800,2025-05-28 10:00:00,37.13964,-122.0472,164M,M,1616.7,14400,0.4042,4.63164,2
13579200,2025-05-28 14:00:00,37.1396,-122.04782,164M,M,55.1,14400,0.0138,4.53507,1
13593600,2025-05-28 18:00:00,37.13956,-122.0481,164M,M,25.2,14400,0.0063,0.67383,1
13608000,2025-05-28 22:00:00,37.15933,-122.02829,164M,M,2813.4,14400,0.7034,1.31753,3
13622400,2025-05-29 02:00:00,37.16524,-121.99962,164M,M,2624.2,14400,0.656,5.76899,3
13636800,2025-05-29 06:00:00,37.16895,-122.00225,164M,M,473.8,14400,0.1185,6.10192,2
13651200,2025-05-29 10:00:00,37.17621,-122.00392,164M,M,820.7,14400,0.2052,2.26752,2
13665600,2025-05-29 14:00:00,37.17617,-122.00386,164M,M,6.9,14400,0.0017,5.54454,1
13680000,2025-05-29 18:00:00,37.17645,-122.00418,164M,M,42.1,14400,0.0105,3.23599,1
13694400,2025-05-29 22:00:00,37.15591,-122.00662,164M,M,2294.2,14400,0.5735,2.82112,3
13708800,2025-05-30 02:00:00,37.12682,-121.99451,164M,M,3408.1,14400,0.852,3.80745,3
13723200,2025-05-30 06:00:00,37.10116,-122.01978,164M,M,3627.9,14400,0.907,4.0944,3
13737600,2025-05-30 10:00:00,37.0906,-122.0384,164M,M,2026.3,14400,0.5066,3.14159,3
13752000,2025-05-30 14:00:00,37.09047,-122.0384,164M,M,14.5,14400,0.0036,0.27753,1
13766400,2025-05-30 18:00:00,37.09061,-122.03835,164M,M,16.2,14400,0.004,2.93316,1
13780800,2025-05-30 22:00:00,37.08284,-122.03629,164M,M,883.1,14400,0.2208,3.56388,2
13795200,2025-05-31 02:00:00,37.06238,-122.04781,164M,M,2494.1,14400,0.6235,2.16263,3
13809600,2025-05-31 06:00:00,37.06157,-122.0463,164M,M,161.4,14400,0.0404,5.64976,1
13824000,2025-05-31 10:00:00,37.06408,-122.04861,164M,M,346.3,14400,0.0866,4.53468,2
13838400,2025-05-31 14:00:00,37.06365,-122.05161,164M,M,270.4,14400,0.0676,0.0,2
13852800,2025-05-31 18:00:00,37.06366,-122.05161,164M,M,1.1,14400,0.0003,3.82894,1
13867200,2025-05-31 22:00:00,37.05737,-122.05808,164M,M,904.9,14400,0.2262,5.06723,2
13881600,2025-06-01 02:00:00,37.06241,-122.07513,164M,M,1613.4,14400,0.4033,2.40351,2
13896000,2025-06-01 06:00:00,37.05647,-122.06836,164M,M,892.8,14400,0.2232,1.74194,2
13910400,2025-06-01 10:00:00,37.05639,-122.06778,164M,M,52.2,14400,0.0131,5.069,1
13924800,2025-06-01 14:00:00,37.0565,-122.06815,164M,M,35.0,14400,0.0088,0.35291,1
13939200,2025-06-01 18:00:00,37.05663,-122.06809,164M,M,15.4,14400,0.0039,3.21401,1
13953600,2025-06-01 22:00:00,37.05652,-122.0681,164M,M,12.3,14400,0.0031,4.83307,1
13968000,2025-06-02 02:00:00,37.05655,-122.06841,164M,M,27.7,14400,0.0069,1.01109,1
13982400,2025-06-02 06:00:00,37.05657,-122.06837,164M,M,4.2,14400,0.001,1.3827,1
13996800,2025-06-02 10:00:00,37.05669,-122.06758,164M,M,71.4,14400,0.0178,0.127,1
14011200,2025-06-02 14:00:00,37.05694,-122.06754,164M,M,28.0,14400,0.007,3.64839,1
14025600,2025-06-02 18:00:00,37.05648,-122.06786,164M,M,58.5,14400,0.0146,0.06788,1
14040000,2025-06-02 22:00:00,37.06892,-122.0668,164M,M,1386.5,14400,0.3466,0.05969,2
14065200,2025-06-03 05:00:00,37.09348,-122.06496,164M,M,2735.8,25200,0.3908,6.08871,2
14094000,2025-06-03 13:00:00,37.12825,-122.07355,164M,M,3940.6,28800,0.4926,5.74411,2
14122800,2025-06-03 21:00:00,37.15166,-122.09112,164M,M,3033.4,28800,0.3792,0.6091,2
14151600,2025-06-04 05:00:00,37.16434,-122.08002,164M,M,1719.2,28800,0.2149,0.03202,2
14166000,2025-06-04 09:00:00,37.16832,-122.07986,164M,M,442.8,14400,0.1107,1.78953,2
14180400,2025-06-04 13:00:00,37.16801,-122.07811,164M,M,158.8,14400,0.0397,6.00672,1
14194800,2025-06-04 17:00:00,37.16933,-122.07858,164M,M,152.6,14400,0.0381,1.39194,1
14209200,2025-06-04 21:00:00,37.16985,-122.07497,164M,M,325.1,14400,0.0813,2.01263,2
14223600,2025-06-05 01:00:00,37.1614,-122.05256,164M,M,2196.8,14400,0.5492,1.21607,3
14238000,2025-06-05 05:00:00,37.16562,-122.03826,164M,M,1351.3,14400,0.3378,1.56269,2
14252400,2025-06-05 09:00:00,37.16563,-122.03671,164M,M,137.4,14400,0.0343,1.75749,1
14266800,2025-06-05 13:00:00,37.16521,-122.03392,164M,M,251.6,14400,0.0629,1.59951,2
14281200,2025-06-05 17:00:00,37.16515,-122.0313,164M,M,232.3,14400,0.0581,1.6691,2
14310000,2025-06-06 01:00:00,37.16245,-121.99701,164M,M,3053.3,28800,0.3817,3.76884,2
14324400,2025-06-06 05:00:00,37.14766,-122.01046,164M,M,2031.1,14400,0.5078,2.69145,3
14353200,2025-06-06 13:00:00,37.14347,-122.00792,164M,M,517.4,28800,0.0647,2.65077,2
14367600,2025-06-06 17:00:00,37.14171,-122.00674,164M,M,221.9,14400,0.0555,0.68149,2
14382000,2025-06-06 21:00:00,37.14228,-122.00616,164M,M,81.6,14400,0.0204,0.67299,1
14396400,2025-06-07 01:00:00,37.14231,-122.00613,164M,M,4.3,14400,0.0011,1.98761,1
14410800,2025-06-07 05:00:00,37.14219,-122.00579,164M,M,33.0,14400,0.0082,3.51332,1
14425200,2025-06-07 09:00:00,37.12321,-122.01507,164M,M,2265.1,14400,0.5663,4.09056,3
14439600,2025-06-07 13:00:00,37.12317,-122.01514,164M,M,7.6,14400,0.0019,4.40856,1
14454000,2025-06-07 17:00:00,37.12309,-122.01546,164M,M,29.7,14400,0.0074,3.13373,1
14511600,2025-06-08 09:00:00,37.08454,-122.01508,164M,M,4286.7,57600,0.2679,0.56082,2
14569200,2025-06-09 01:00:00,37.10139,-122.00181,164M,M,2212.6,57600,0.1383,3.85679,2
14583600,2025-06-09 05:00:00,37.08607,-122.01849,164M,M,2256.2,14400,0.5641,1.95668,3
14598000,2025-06-09 09:00:00,37.0849,-122.01488,164M,M,345.6,14400,0.0864,4.46674,2
14612400,2025-06-09 13:00:00,37.08489,-122.01493,164M,M,4.6,14400,0.0011,0.84054,1
14626800,2025-06-09 17:00:00,37.08494,-122.01486,164M,M,8.3,14400,0.0021,5.96812,1
14641200,2025-06-09 21:00:00,37.09539,-122.01913,164M,M,1222.2,14400,0.3055,1.23988,2
14655600,2025-06-10 01:00:00,37.10368,-121.98886,164M,M,2838.4,14400,0.7096,1.06411,3
14670000,2025-06-10 05:00:00,37.10715,-121.98102,164M,M,795.1,14400,0.1988,1.96085,2
14684400,2025-06-10 09:00:00,37.10695,-121.98041,164M,M,58.5,14400,0.0146,3.81481,1
14698800,2025-06-10 13:00:00,37.1069,-121.98046,164M,M,7.1,14400,0.0018,0.0,1
14713200,2025-06-10 17:00:00,37.10693,-121.98046,164M,M,3.3,14400,0.0008,3.68064,1
14727600,2025-06-10 21:00:00,37.10689,-121.98049,164M,M,5.2,14400,0.0013,4.46853,1
14742000,2025-06-11 01:00:00,37.10169,-122.00668,164M,M,2393.5,14400,0.5984,1.43237,3
14756400,2025-06-11 05:00:00,37.10171,-122.0065,164M,M,16.1,14400,0.004,5.32193,1
14770800,2025-06-11 09:00:00,37.10313,-122.00905,164M,M,275.8,14400,0.069,2.9894,2
14785200,2025-06-11 13:00:00,37.10287,-122.009,164M,M,29.2,14400,0.0073,4.3551,1
14814000,2025-06-11 21:00:00,37.09607,-122.03183,164M,M,2161.3,28800,0.2702,2.94955,2
14828400,2025-06-12 01:00:00,37.0758,-122.02689,164M,M,2296.1,14400,0.574,1.28003,3
14871600,2025-06-12 13:00:00,37.07844,-122.01583,164M,M,1024.2,43200,0.0853,1.77674,2
14886000,2025-06-12 17:00:00,37.07843,-122.01577,164M,M,5.4,14400,0.0014,4.50707,1
14900400,2025-06-12 21:00:00,37.07788,-122.01908,164M,M,299.9,14400,0.075,3.66057,2
14929200,2025-06-13 05:00:00,37.06479,-122.02845,164M,M,1676.2,28800,0.2095,3.86696,2
14943600,2025-06-13 09:00:00,37.0647,-122.02855,164M,M,13.4,14400,0.0033,0.52583,1
14958000,2025-06-13 13:00:00,37.06481,-122.02847,164M,M,14.1,14400,0.0035,2.03547,1
14972400,2025-06-13 17:00:00,37.06477,-122.02837,164M,M,9.9,14400,0.0025,0.67349,1
14986800,2025-06-13 21:00:00,37.06479,-122.02835,164M,M,2.8,14400,0.0007,0.47847,1
15001200,2025-06-14 01:00:00,37.06499,-122.02822,164M,M,25.1,14400,0.0063,5.27214,1
15030000,2025-06-14 09:00:00,37.06503,-122.0283,164M,M,8.4,28800,0.001,0.67349,1
15058800,2025-06-14 17:00:00,37.06507,-122.02826,164M,M,5.7,28800,0.0007,2.4681,1
15087600,2025-06-15 01:00:00,37.06502,-122.02821,164M,M,7.1,28800,0.0009,5.04173,1
15102000,2025-06-15 05:00:00,37.06508,-122.02843,164M,M,20.6,14400,0.0052,1.81638,1
15116400,2025-06-15 09:00:00,37.06504,-122.02823,164M,M,18.3,14400,0.0046,0.27762,1
15130800,2025-06-15 13:00:00,37.06518,-122.02818,164M,M,16.2,14400,0.004,5.90356,1
15145200,2025-06-15 17:00:00,37.06524,-122.02821,164M,M,7.2,14400,0.0018,3.45055,1
15174000,2025-06-16 01:00:00,37.06499,-122.02831,164M,M,29.2,28800,0.0036,5.81033,1
15217200,2025-06-16 13:00:00,37.08191,-122.03916,164M,M,2113.4,43200,0.1761,1.37822,2
