animal_id,sex,latitude,longitude,timestamp,color_hex
164M,M,36.98458,-121.90724,4 Jul 2026 1:00 PM,#1976d2
164M,M,36.98982,-121.89733,5 Jul 2026 1:00 AM,#1976d2
164M,M,36.98998,-121.89712,5 Jul 2026 5:00 AM,#1976d2
164M,M,36.99136,-121.89668,5 Jul 2026 9:00 AM,#1976d2
164M,M,36.9912,-121.89678,5 Jul 2026 5:00 PM,#1976d2
164M,M,36.99126,-121.89661,5 Jul 2026 9:00 PM,#1976d2
164M,M,36.99112,-121.89687,6 Jul 2026 1:00 AM,#1976d2
164M,M,36.99133,-121.89671,6 Jul 2026 5:00 AM,#1976d2
164M,M,36.99041,-121.89838,6 Jul 2026 5:00 PM,#1976d2
164M,M,36.99873,-121.90099,6 Jul 2026 9:00 PM,#1976d2
164M,M,37.00858,-121.90258,7 Jul 2026 1:00 AM,#1976d2
164M,M,37.02665,-121.89739,7 Jul 2026 1:00 PM,#1976d2
164M,M,37.02858,-121.89447,7 Jul 2026 5:00 PM,#1976d2
164M,M,37.00785,-121.93434,8 Jul 2026 5:00 AM,#1976d2
164M,M,37.0077,-121.93433,8 Jul 2026 9:00 AM,#1976d2
164M,M,37.00826,-121.93456,8 Jul 2026 1:00 PM,#1976d2
164M,M,37.00817,-121.9343,8 Jul 2026 9:00 PM,#1976d2
164M,M,37.00834,-121.93394,9 Jul 2026 1:00 AM,#1976d2
164M,M,37.01099,-121.93159,9 Jul 2026 5:00 AM,#1976d2
164M,M,37.01036,-121.93108,9 Jul 2026 9:00 AM,#1976d2
164M,M,37.01022,-121.93106,9 Jul 2026 1:00 PM,#1976d2
164M,M,37.01018,-121.9313,9 Jul 2026 5:00 PM,#1976d2
164M,M,37.00994,-121.93107,9 Jul 2026 9:00 PM,#1976d2
164M,M,37.01576,-121.92712,10 Jul 2026 1:00 AM,#1976d2
164M,M,36.99984,-121.94362,11 Jul 2026 9:00 AM,#1976d2
164M,M,37.00108,-121.94109,11 Jul 2026 1:00 PM,#1976d2
164M,M,37.00069,-121.94114,11 Jul 2026 5:00 PM,#1976d2
164M,M,37.00106,-121.94064,11 Jul 2026 9:00 PM,#1976d2
164M,M,37.01134,-121.93549,12 Jul 2026 1:00 AM,#1976d2
164M,M,37.02986,-121.91878,12 Jul 2026 5:00 AM,#1976d2
164M,M,37.01039,-121.90942,12 Jul 2026 9:00 PM,#1976d2
164M,M,36.99347,-121.95609,13 Jul 2026 5:00 AM,#1976d2
164M,M,36.99512,-121.95557,13 Jul 2026 5:00 PM,#1976d2
164M,M,36.99438,-121.95579,14 Jul 2026 1:00 AM,#1976d2
164M,M,37.00248,-121.93839,15 Jul 2026 9:00 AM,#1976d2
164M,M,37.00246,-121.93837,15 Jul 2026 1:00 PM,#1976d2
164M,M,37.02067,-121.90884,16 Jul 2026 1:00 AM,#1976d2
164M,M,37.01978,-121.90277,16 Jul 2026 5:00 AM,#1976d2
164M,M,37.0219,-121.89529,16 Jul 2026 9:00 AM,#1976d2
164M,M,37.02193,-121.89535,16 Jul 2026 5:00 PM,#1976d2
164M,M,37.01818,-121.89809,16 Jul 2026 9:00 PM,#1976d2
164M,M,36.98863,-121.89947,17 Jul 2026 5:00 AM,#1976d2
164M,M,36.98978,-121.89812,17 Jul 2026 9:00 AM,#1976d2
164M,M,36.98989,-121.89829,17 Jul 2026 1:00 PM,#1976d2
164M,M,36.98968,-121.89818,17 Jul 2026 5:00 PM,#1976d2
164M,M,36.99385,-121.89727,17 Jul 2026 9:00 PM,#1976d2
164M,M,37.00539,-121.88563,18 Jul 2026 1:00 AM,#1976d2
164M,M,37.02196,-121.89184,18 Jul 2026 5:00 AM,#1976d2
164M,M,37.02066,-121.89541,18 Jul 2026 9:00 AM,#1976d2
164M,M,37.02143,-121.89676,18 Jul 2026 5:00 PM,#1976d2
164M,M,37.02137,-121.89672,18 Jul 2026 9:00 PM,#1976d2
164M,M,37.0199,-121.89262,19 Jul 2026 1:00 AM,#1976d2
164M,M,37.02079,-121.89182,19 Jul 2026 5:00 AM,#1976d2
164M,M,37.02127,-121.89823,19 Jul 2026 9:00 AM,#1976d2
164M,M,37.02115,-121.89799,19 Jul 2026 1:00 PM,#1976d2
164M,M,37.01885,-121.89249,20 Jul 2026 1:00 AM,#1976d2
164M,M,37.02346,-121.89373,20 Jul 2026 9:00 AM,#1976d2
164M,M,37.04662,-121.87591,21 Jul 2026 9:00 AM,#1976d2
164M,M,37.06079,-121.86633,21 Jul 2026 5:00 PM,#1976d2
164M,M,37.07235,-121.85847,21 Jul 2026 9:00 PM,#1976d2
164M,M,37.00389,-121.8194,22 Jul 2026 5:00 AM,#1976d2
164M,M,37.00373,-121.82053,22 Jul 2026 9:00 AM,#1976d2
164M,M,37.00372,-121.82066,22 Jul 2026 1:00 PM,#1976d2
164M,M,37.00387,-121.82055,22 Jul 2026 5:00 PM,#1976d2
164M,M,37.01231,-121.82251,23 Jul 2026 5:00 AM,#1976d2
164M,M,37.01335,-121.82362,23 Jul 2026 9:00 AM,#1976d2
164M,M,37.01199,-121.82084,23 Jul 2026 5:00 PM,#1976d2
164M,M,37.01236,-121.82104,24 Jul 2026 5:00 AM,#1976d2
164M,M,37.01291,-121.81742,25 Jul 2026 5:00 AM,#1976d2
164M,M,37.01275,-121.81765,25 Jul 2026 1:00 PM,#1976d2
164M,M,37.01273,-121.81744,25 Jul 2026 5:00 PM,#1976d2
164M,M,37.0127,-121.81705,25 Jul 2026 9:00 PM,#1976d2
164M,M,37.01254,-121.81702,26 Jul 2026 1:00 AM,#1976d2
164M,M,37.01265,-121.81699,26 Jul 2026 5:00 AM,#1976d2
164M,M,37.01291,-121.81612,26 Jul 2026 5:00 PM,#1976d2
164M,M,37.0127,-121.81607,26 Jul 2026 9:00 PM,#1976d2
164M,M,37.01276,-121.81596,27 Jul 2026 1:00 AM,#1976d2
164M,M,37.01274,-121.81569,27 Jul 2026 5:00 AM,#1976d2
