Seconds,R_Time,Lat,Long,Animal_ID,Sex,Step_m,Interval_s,Speed_kmh,Heading,State_Num
0,2025-03-28 07:16:00,37.1562,-122.14343,164M,M,0.0,0,0.0,5.93262,1
240,2025-03-28 07:20:00,37.15705,-122.14382,164M,M,100.6,240,1.5096,5.21079,3
540,2025-03-28 07:25:00,37.15741,-122.14465,164M,M,83.7,300,1.0049,4.88976,3
840,2025-03-28 07:30:00,37.15752,-122.14542,164M,M,69.3,300,0.8319,4.00026,3
1140,2025-03-28 07:35:00,37.15666,-122.14667,164M,M,146.3,300,1.7561,3.22529,3
1440,2025-03-28 07:40:00,37.15647,-122.14669,164M,M,21.2,300,0.2544,0.0,2
1740,2025-03-28 07:45:00,37.15653,-122.14669,164M,M,6.7,300,0.0801,3.14159,2
2040,2025-03-28 07:50:00,37.15651,-122.14669,164M,M,2.2,300,0.0267,3.33826,1
2340,2025-03-28 07:55:00,37.15631,-122.14674,164M,M,22.7,300,0.2721,0.0,2
2640,2025-03-28 08:00:00,37.15632,-122.14674,164M,M,1.1,300,0.0133,1.11684,1
2940,2025-03-28 08:05:00,37.15639,-122.14656,164M,M,17.7,300,0.213,3.55842,2
3240,2025-03-28 08:10:00,37.1563,-122.14661,164M,M,10.9,300,0.1313,4.37117,2
3540,2025-03-28 08:15:00,37.15615,-122.14714,164M,M,49.8,300,0.5981,0.73662,3
3840,2025-03-28 08:20:00,37.15644,-122.14681,164M,M,43.5,300,0.5224,3.14159,3
4140,2025-03-28 08:25:00,37.15626,-122.14681,164M,M,20.0,300,0.2402,0.33254,2
4440,2025-03-28 08:30:00,37.15656,-122.14668,164M,M,35.3,300,0.4235,6.15113,2
4740,2025-03-28 08:35:00,37.15662,-122.14669,164M,M,6.7,300,0.0808,3.48473,2
5040,2025-03-28 08:40:00,37.15633,-122.14682,164M,M,34.2,300,0.4109,2.99769,2
5340,2025-03-28 08:45:00,37.15622,-122.1468,164M,M,12.4,300,0.1483,0.6729,2
5640,2025-03-28 08:50:00,37.15634,-122.14668,164M,M,17.1,300,0.2048,3.57678,2
5940,2025-03-28 08:55:00,37.15622,-122.14675,164M,M,14.7,300,0.1766,0.6729,2
6240,2025-03-28 09:00:00,37.15628,-122.14669,164M,M,8.5,300,0.1024,6.19486,2
6540,2025-03-28 09:05:00,37.15637,-122.1467,164M,M,10.0,300,0.1206,3.14159,2
6840,2025-03-28 09:10:00,37.15631,-122.1467,164M,M,6.7,300,0.0801,5.61028,2
7140,2025-03-28 09:15:00,37.15638,-122.14677,164M,M,10.0,300,0.1194,2.89912,2
7440,2025-03-28 09:20:00,37.15609,-122.14668,164M,M,33.2,300,0.3986,6.06621,2
7740,2025-03-28 09:25:00,37.15656,-122.14681,164M,M,53.5,300,0.6422,3.01959,3
8040,2025-03-28 09:30:00,37.15604,-122.14673,164M,M,58.3,300,0.6991,0.28703,3
8340,2025-03-28 09:35:00,37.15631,-122.14663,164M,M,31.3,300,0.3756,0.11337,2
8640,2025-03-28 09:40:00,37.15638,-122.14662,164M,M,7.8,300,0.094,3.01641,2
8940,2025-03-28 09:45:00,37.15619,-122.14659,164M,M,21.3,300,0.2555,5.58638,2
9240,2025-03-28 09:50:00,37.15639,-122.1468,164M,M,29.0,300,0.348,1.87476,2
9540,2025-03-28 09:55:00,37.15635,-122.14664,164M,M,14.9,300,0.1783,0.48839,2
9840,2025-03-28 10:00:00,37.15638,-122.14662,164M,M,3.8,300,0.0453,5.72828,1
10140,2025-03-28 10:05:00,37.15647,-122.14669,164M,M,11.8,300,0.1413,3.14159,2
10440,2025-03-28 10:10:00,37.15625,-122.14669,164M,M,24.5,300,0.2936,1.5708,2
10740,2025-03-28 10:15:00,37.15625,-122.14655,164M,M,12.4,300,0.1489,5.61028,2
11040,2025-03-28 10:20:00,37.15634,-122.14664,164M,M,12.8,300,0.1536,4.31626,2
11340,2025-03-28 10:25:00,37.15633,-122.14667,164M,M,2.9,300,0.0346,5.33442,1
11640,2025-03-28 10:30:00,37.15637,-122.14674,164M,M,7.6,300,0.0916,2.29737,2
11940,2025-03-28 10:35:00,37.1562,-122.1465,164M,M,28.5,300,0.3415,5.10852,2
12240,2025-03-28 10:40:00,37.15625,-122.14665,164M,M,14.4,300,0.1729,5.94276,2
12540,2025-03-28 10:45:00,37.15634,-122.14669,164M,M,10.6,300,0.1274,3.40126,2
12840,2025-03-28 10:50:00,37.15628,-122.14671,164M,M,6.9,300,0.0828,1.13101,2
13140,2025-03-28 10:55:00,37.15631,-122.14663,164M,M,7.8,300,0.094,5.27268,2
13440,2025-03-28 11:00:00,37.15633,-122.14667,164M,M,4.2,300,0.0502,4.40843,2
13740,2025-03-28 11:05:00,37.15632,-122.14671,164M,M,3.7,300,0.0446,3.24089,1
14040,2025-03-28 11:10:00,37.15624,-122.14672,164M,M,8.9,300,0.1073,5.71558,2
14340,2025-03-28 11:15:00,37.15629,-122.14676,164M,M,6.6,300,0.0791,3.14159,2
14640,2025-03-28 11:20:00,37.15621,-122.14676,164M,M,8.9,300,0.1067,0.6729,2
14940,2025-03-28 11:25:00,37.15628,-122.14669,164M,M,10.0,300,0.1194,3.62999,2
15240,2025-03-28 11:30:00,37.15625,-122.14671,164M,M,3.8,300,0.0453,0.37921,1
15540,2025-03-28 11:35:00,37.15629,-122.14669,164M,M,4.8,300,0.0575,4.28434,2
15840,2025-03-28 11:40:00,37.15625,-122.1468,164M,M,10.7,300,0.1286,1.11439,2
16140,2025-03-28 11:45:00,37.15634,-122.14657,164M,M,22.7,300,0.2725,4.09036,2
16440,2025-03-28 11:50:00,37.15626,-122.14671,164M,M,15.3,300,0.1832,0.44605,2
16740,2025-03-28 11:55:00,37.15636,-122.14665,164M,M,12.3,300,0.1479,3.14159,2
17040,2025-03-28 12:00:00,37.15627,-122.14665,164M,M,10.0,300,0.1201,0.0,2
17340,2025-03-28 12:05:00,37.15635,-122.14665,164M,M,8.9,300,0.1067,3.20791,2
17640,2025-03-28 12:10:00,37.15623,-122.14666,164M,M,13.4,300,0.1605,5.74443,2
17940,2025-03-28 12:15:00,37.15639,-122.14678,164M,M,20.7,300,0.2487,2.42181,2
18240,2025-03-28 12:20:00,37.15629,-122.14667,164M,M,14.8,300,0.1775,5.40898,2
18540,2025-03-28 12:25:00,37.15641,-122.14685,164M,M,20.8,300,0.2496,2.53264,2
18840,2025-03-28 12:30:00,37.15633,-122.14678,164M,M,10.8,300,0.1301,2.46869,2
19140,2025-03-28 12:35:00,37.15626,-122.14671,164M,M,10.0,300,0.1194,5.5634,2
19440,2025-03-28 12:40:00,37.15636,-122.14682,164M,M,14.8,300,0.1775,5.74443,2
19740,2025-03-28 12:45:00,37.1564,-122.14685,164M,M,5.2,300,0.0622,2.03595,2
20040,2025-03-28 12:50:00,37.15634,-122.1467,164M,M,14.9,300,0.1785,5.52008,2
20340,2025-03-28 12:55:00,37.15639,-122.14676,164M,M,7.7,300,0.0923,2.6532,2
20640,2025-03-28 13:00:00,37.15636,-122.14674,164M,M,3.8,300,0.0453,0.71222,1
20940,2025-03-28 13:05:00,37.15648,-122.14661,164M,M,17.6,300,0.2115,3.6965,2
21240,2025-03-28 13:10:00,37.15639,-122.14668,164M,M,11.8,300,0.1413,3.5739,2
21540,2025-03-28 13:15:00,37.15601,-122.1469,164M,M,46.5,300,0.5584,0.84423,3
21840,2025-03-28 13:20:00,37.15618,-122.14666,164M,M,28.5,300,0.3415,6.24697,2
22140,2025-03-28 13:25:00,37.1564,-122.14667,164M,M,24.5,300,0.2937,3.14159,2
22440,2025-03-28 13:30:00,37.15632,-122.14667,164M,M,8.9,300,0.1067,5.99276,2
22740,2025-03-28 13:35:00,37.1564,-122.1467,164M,M,9.3,300,0.1114,3.73269,2
25200,2025-03-28 14:16:00,37.15621,-122.14686,164M,M,25.4,2460,0.0372,0.8311,1
25440,2025-03-28 14:20:00,37.15629,-122.14675,164M,M,13.2,240,0.198,0.81576,2
25740,2025-03-28 14:25:00,37.15635,-122.14667,164M,M,9.7,300,0.1168,4.21901,2
26040,2025-03-28 14:30:00,37.15632,-122.14674,164M,M,7.0,300,0.0845,3.4502,2
26340,2025-03-28 14:35:00,37.15627,-122.14676,164M,M,5.8,300,0.07,1.5708,2
26640,2025-03-28 14:40:00,37.15627,-122.14674,164M,M,1.8,300,0.0213,3.98488,1
26940,2025-03-28 14:45:00,37.15605,-122.14705,164M,M,36.8,300,0.4414,0.76902,2
27240,2025-03-28 14:50:00,37.15633,-122.14671,164M,M,43.3,300,0.5199,3.14159,3
27540,2025-03-28 14:55:00,37.15632,-122.14671,164M,M,1.1,300,0.0133,3.6965,1
27840,2025-03-28 15:00:00,37.15623,-122.14678,164M,M,11.8,300,0.1413,3.62999,2
28140,2025-03-28 15:05:00,37.1562,-122.1468,164M,M,3.8,300,0.0453,0.35248,1
28440,2025-03-28 15:10:00,37.15633,-122.14674,164M,M,15.4,300,0.1848,4.08056,2
28740,2025-03-28 15:15:00,37.15619,-122.14698,164M,M,26.4,300,0.3163,1.03455,2
29040,2025-03-28 15:20:00,37.15628,-122.14679,164M,M,19.6,300,0.2351,0.34043,2
29340,2025-03-28 15:25:00,37.15637,-122.14675,164M,M,10.6,300,0.1274,1.11865,2
29640,2025-03-28 15:30:00,37.15649,-122.14644,164M,M,30.5,300,0.3665,4.1905,2
29940,2025-03-28 15:35:00,37.15627,-122.14692,164M,M,49.1,300,0.5888,1.26684,3
30240,2025-03-28 15:40:00,37.15629,-122.14684,164M,M,7.4,300,0.0892,0.6729,2
30540,2025-03-28 15:45:00,37.15636,-122.14677,164M,M,10.0,300,0.1194,2.46869,2
30840,2025-03-28 15:50:00,37.15634,-122.14675,164M,M,2.8,300,0.0341,3.97617,1
31140,2025-03-28 15:55:00,37.15621,-122.14693,164M,M,21.5,300,0.2583,0.79014,2
31440,2025-03-28 16:00:00,37.15636,-122.14674,164M,M,23.7,300,0.2844,3.6965,2
31740,2025-03-28 16:05:00,37.15627,-122.14681,164M,M,11.8,300,0.1413,2.88193,2
32040,2025-03-28 16:10:00,37.15615,-122.14677,164M,M,13.8,300,0.1657,0.0,2
32340,2025-03-28 16:15:00,37.15631,-122.14677,164M,M,17.8,300,0.2135,1.91502,2
32640,2025-03-28 16:20:00,37.15629,-122.1467,164M,M,6.6,300,0.0791,5.68387,2
32940,2025-03-28 16:25:00,37.15636,-122.14676,164M,M,9.4,300,0.1131,3.6669,2
33240,2025-03-28 16:30:00,37.15625,-122.14684,164M,M,14.1,300,0.1697,0.84007,2
33540,2025-03-28 16:35:00,37.1564,-122.14663,164M,M,25.0,300,0.2999,4.03045,2
33840,2025-03-28 16:40:00,37.15629,-122.1468,164M,M,19.4,300,0.2329,6.09932,2
34200,2025-03-28 16:46:00,37.15659,-122.14687,164M,M,33.9,360,0.3393,3.33826,2
34440,2025-03-28 16:50:00,37.15635,-122.14693,164M,M,27.2,240,0.4082,1.52601,2
34740,2025-03-28 16:55:00,37.15636,-122.14665,164M,M,24.8,300,0.2981,4.46652,2
35040,2025-03-28 17:00:00,37.15634,-122.14675,164M,M,9.1,300,0.1096,1.5708,2
35340,2025-03-28 17:05:00,37.15634,-122.14674,164M,M,0.9,300,0.0106,1.96693,1
35640,2025-03-28 17:10:00,37.15633,-122.14671,164M,M,2.9,300,0.0346,1.87476,1
35940,2025-03-28 17:15:00,37.15631,-122.14663,164M,M,7.4,300,0.0892,3.8145,2
36240,2025-03-28 17:20:00,37.1563,-122.14664,164M,M,1.4,300,0.0171,3.40126,1
36540,2025-03-28 17:25:00,37.15624,-122.14666,164M,M,6.9,300,0.0828,5.96256,2
36840,2025-03-28 17:30:00,37.15636,-122.14671,164M,M,14.1,300,0.1687,3.14159,2
37140,2025-03-28 17:35:00,37.15632,-122.14671,164M,M,4.4,300,0.0534,4.71239,2
37440,2025-03-28 17:40:00,37.15632,-122.14676,164M,M,4.4,300,0.0532,2.88193,2
37740,2025-03-28 17:45:00,37.15626,-122.14674,164M,M,6.9,300,0.0828,2.88193,2
38040,2025-03-28 17:50:00,37.1562,-122.14672,164M,M,6.9,300,0.0828,2.13109,2
38340,2025-03-28 17:55:00,37.15618,-122.14668,164M,M,4.2,300,0.0502,0.03793,2
38640,2025-03-28 18:00:00,37.15639,-122.14667,164M,M,23.4,300,0.2804,3.48202,2
38940,2025-03-28 18:05:00,37.15621,-122.14675,164M,M,21.2,300,0.2548,6.1897,2
39240,2025-03-28 18:10:00,37.15638,-122.14677,164M,M,19.0,300,0.2278,3.9727,2
39540,2025-03-28 18:15:00,37.15622,-122.14699,164M,M,26.4,300,0.3167,1.57079,2
39840,2025-03-28 18:20:00,37.15622,-122.14671,164M,M,24.8,300,0.2978,0.25967,2
40140,2025-03-28 18:25:00,37.15631,-122.14668,164M,M,10.4,300,0.1243,1.74816,2
40440,2025-03-28 18:30:00,37.1563,-122.14661,164M,M,6.3,300,0.0756,2.76238,2
40800,2025-03-28 18:36:00,37.15626,-122.14659,164M,M,4.8,360,0.0479,5.95404,1
41340,2025-03-28 18:45:00,37.15647,-122.14668,164M,M,24.7,540,0.1645,3.21735,2
41640,2025-03-28 18:50:00,37.15626,-122.1467,164M,M,23.4,300,0.281,4.71239,2
41940,2025-03-28 18:55:00,37.15626,-122.14671,164M,M,0.9,300,0.0106,0.32914,1
42240,2025-03-28 19:00:00,37.15633,-122.14668,164M,M,8.2,300,0.0987,4.55682,2
42540,2025-03-28 19:05:00,37.15631,-122.14684,164M,M,14.4,300,0.1722,2.98352,2
42840,2025-03-28 19:10:00,37.15611,-122.1468,164M,M,22.5,300,0.2702,0.06919,2
43140,2025-03-28 19:15:00,37.15634,-122.14678,164M,M,25.6,300,0.3076,2.01058,2
43500,2025-03-28 19:21:00,37.15631,-122.1467,164M,M,7.8,360,0.0784,2.56861,2
43740,2025-03-28 19:25:00,37.1561,-122.14653,164M,M,27.8,240,0.4168,5.57862,2
44040,2025-03-28 19:30:00,37.15625,-122.14669,164M,M,21.9,300,0.2627,5.49967,2
44340,2025-03-28 19:35:00,37.15629,-122.14674,164M,M,6.3,300,0.0753,2.55533,2
44640,2025-03-28 19:40:00,37.15623,-122.14669,164M,M,8.0,300,0.0961,4.1521,2
44940,2025-03-28 19:45:00,37.15622,-122.14671,164M,M,2.1,300,0.0251,3.36549,1
45240,2025-03-28 19:50:00,37.15594,-122.14679,164M,M,31.9,300,0.3832,2.62972,2
45540,2025-03-28 19:55:00,37.15533,-122.14636,164M,M,77.8,300,0.9336,1.63912,3
45840,2025-03-28 20:00:00,37.15527,-122.14526,164M,M,97.7,300,1.1726,0.85766,3
46140,2025-03-28 20:05:00,37.15618,-122.14394,164M,M,154.7,300,1.8561,1.94714,3
46440,2025-03-28 20:10:00,37.15578,-122.14267,164M,M,121.0,300,1.4522,2.29852,3
46740,2025-03-28 20:15:00,37.15507,-122.14167,164M,M,118.7,300,1.4243,1.5859,3
47040,2025-03-28 20:20:00,37.15505,-122.14001,164M,M,147.1,300,1.7656,1.30724,3
47340,2025-03-28 20:25:00,37.15525,-122.13908,164M,M,85.4,300,1.0244,1.9308,3
47640,2025-03-28 20:30:00,37.15522,-122.13898,164M,M,9.5,300,0.1136,3.06206,2
47940,2025-03-28 20:35:00,37.15512,-122.13897,164M,M,11.2,300,0.1339,5.32698,2
48240,2025-03-28 20:40:00,37.1553,-122.13929,164M,M,34.7,300,0.4165,1.74025,2
48540,2025-03-28 20:45:00,37.15527,-122.13907,164M,M,19.8,300,0.2374,5.69692,2
48840,2025-03-28 20:50:00,37.15557,-122.13932,164M,M,40.0,300,0.4805,2.57732,2
49140,2025-03-28 20:55:00,37.15523,-122.13905,164M,M,44.7,300,0.5369,1.69561,3
49440,2025-03-28 21:00:00,37.15522,-122.13895,164M,M,8.9,300,0.1072,5.34821,2
49740,2025-03-28 21:05:00,37.15532,-122.13912,164M,M,18.7,300,0.2247,2.10416,2
50040,2025-03-28 21:10:00,37.15524,-122.13895,164M,M,17.5,300,0.21,5.4412,2
50340,2025-03-28 21:15:00,37.15561,-122.13947,164M,M,61.8,300,0.7413,2.59034,3
50640,2025-03-28 21:20:00,37.15526,-122.1392,164M,M,45.7,300,0.5482,2.06417,3
50940,2025-03-28 21:25:00,37.15523,-122.13913,164M,M,7.0,300,0.0845,2.31699,2
51240,2025-03-28 21:30:00,37.15509,-122.13894,164M,M,22.9,300,0.2752,5.17754,2
51540,2025-03-28 21:35:00,37.15519,-122.13919,164M,M,24.8,300,0.2975,6.03347,2
51840,2025-03-28 21:40:00,37.15569,-122.13935,164M,M,57.4,300,0.6885,3.11095,3
52140,2025-03-28 21:45:00,37.15543,-122.13934,164M,M,28.9,300,0.3471,2.34073,2
52440,2025-03-28 21:50:00,37.15509,-122.1389,164M,M,54.3,300,0.6517,5.36719,3
52740,2025-03-28 21:55:00,37.1555,-122.13957,164M,M,74.9,300,0.8983,2.31699,3
53040,2025-03-28 22:00:00,37.15508,-122.139,164M,M,68.8,300,0.8255,6.12511,3
53340,2025-03-28 22:05:00,37.15513,-122.13901,164M,M,5.6,300,0.0676,1.3362,2
53640,2025-03-28 22:10:00,37.15517,-122.1388,164M,M,19.1,300,0.2296,3.75056,2
53940,2025-03-28 22:15:00,37.15501,-122.13894,164M,M,21.7,300,0.2603,0.84008,2
54240,2025-03-28 22:20:00,37.15521,-122.13866,164M,M,33.3,300,0.3999,1.69561,2
54540,2025-03-28 22:25:00,37.15517,-122.13826,164M,M,35.7,300,0.4287,2.54826,2
54840,2025-03-28 22:30:00,37.15504,-122.13815,164M,M,17.4,300,0.2092,5.86493,2
55140,2025-03-28 22:35:00,37.15556,-122.13844,164M,M,63.3,300,0.7593,3.30423,3
55440,2025-03-28 22:40:00,37.15522,-122.13851,164M,M,38.3,300,0.4597,0.14274,2
55740,2025-03-28 22:45:00,37.15583,-122.1384,164M,M,68.5,300,0.8223,3.08473,3
56040,2025-03-28 22:50:00,37.15513,-122.13835,164M,M,78.0,300,0.9355,0.30861,3
56340,2025-03-28 22:55:00,37.15523,-122.13831,164M,M,11.7,300,0.1401,4.85091,2
56640,2025-03-28 23:00:00,37.15524,-122.1384,164M,M,8.1,300,0.0966,2.74231,2
56940,2025-03-28 23:05:00,37.15507,-122.13831,164M,M,20.5,300,0.2462,5.61027,2
57240,2025-03-28 23:10:00,37.15508,-122.13832,164M,M,1.4,300,0.0171,1.33773,1
57540,2025-03-28 23:15:00,37.15515,-122.13795,164M,M,33.7,300,0.4044,4.95493,2
57840,2025-03-28 23:20:00,37.15529,-122.13866,164M,M,64.8,300,0.7778,1.28895,3
58140,2025-03-28 23:25:00,37.15538,-122.13827,164M,M,36.0,300,0.4318,4.5188,2
58440,2025-03-28 23:30:00,37.15533,-122.13859,164M,M,28.9,300,0.3468,1.91918,2
58740,2025-03-28 23:35:00,37.15511,-122.13783,164M,M,71.7,300,0.8599,5.21039,3
59040,2025-03-28 23:40:00,37.15524,-122.13813,164M,M,30.3,300,0.3631,3.61773,2
59340,2025-03-28 23:45:00,37.15507,-122.13824,164M,M,21.3,300,0.2552,5.79478,2
59640,2025-03-28 23:50:00,37.15516,-122.1383,164M,M,11.3,300,0.136,6.15112,2
59940,2025-03-28 23:55:00,37.15522,-122.13831,164M,M,6.7,300,0.0808,2.17096,2
60240,2025-03-29 00:00:00,37.15516,-122.1382,164M,M,11.8,300,0.1418,3.35563,2
60540,2025-03-29 00:05:00,37.15483,-122.13829,164M,M,37.6,300,0.4506,0.11337,2
60840,2025-03-29 00:10:00,37.15504,-122.13826,164M,M,23.5,300,0.282,5.88126,2
61140,2025-03-29 00:15:00,37.15519,-122.13834,164M,M,18.1,300,0.2175,2.46868,2
61440,2025-03-29 00:20:00,37.15506,-122.13821,164M,M,18.5,300,0.2218,5.37741,2
61740,2025-03-29 00:25:00,37.15511,-122.13829,164M,M,9.0,300,0.1081,5.3482,2
62040,2025-03-29 00:30:00,37.15521,-122.13846,164M,M,18.7,300,0.2247,5.79479,2
62340,2025-03-29 00:35:00,37.1553,-122.13852,164M,M,11.3,300,0.136,2.26738,2
62700,2025-03-29 00:41:00,37.15516,-122.13831,164M,M,24.3,360,0.2426,4.2037,2
62940,2025-03-29 00:45:00,37.15512,-122.1384,164M,M,9.1,240,0.137,1.31068,2
63240,2025-03-29 00:50:00,37.15519,-122.13807,164M,M,30.3,300,0.3632,4.56584,2
63540,2025-03-29 00:55:00,37.15517,-122.13824,164M,M,15.2,300,0.1827,3.89065,2
63900,2025-03-29 01:01:00,37.15511,-122.13831,164M,M,9.1,360,0.0911,0.80313,2
64140,2025-03-29 01:05:00,37.15521,-122.13818,164M,M,16.0,240,0.2402,3.74092,2
64440,2025-03-29 01:10:00,37.15514,-122.13824,164M,M,9.4,300,0.1131,5.46741,2
64740,2025-03-29 01:15:00,37.1552,-122.13832,164M,M,9.7,300,0.1168,2.62913,2
65040,2025-03-29 01:20:00,37.15503,-122.1382,164M,M,21.7,300,0.2603,5.61027,2
65340,2025-03-29 01:25:00,37.15514,-122.13831,164M,M,15.6,300,0.1877,1.71457,2
65640,2025-03-29 01:30:00,37.15511,-122.13805,164M,M,23.3,300,0.2794,4.71239,2
65940,2025-03-29 01:35:00,37.15511,-122.13815,164M,M,8.9,300,0.1063,4.71239,2
66240,2025-03-29 01:40:00,37.15511,-122.13817,164M,M,1.8,300,0.0213,2.82209,1
66540,2025-03-29 01:45:00,37.15458,-122.13795,164M,M,62.1,300,0.7449,5.58514,3
66840,2025-03-29 01:50:00,37.15496,-122.13835,164M,M,55.2,300,0.6619,0.54998,3
67140,2025-03-29 01:55:00,37.15522,-122.13815,164M,M,33.9,300,0.4069,5.56554,2
67440,2025-03-29 02:00:00,37.15543,-122.13838,164M,M,31.0,300,0.3719,3.39131,2
67740,2025-03-29 02:05:00,37.15518,-122.13846,164M,M,28.7,300,0.3443,6.0011,2
68040,2025-03-29 02:10:00,37.1554,-122.13854,164M,M,25.5,300,0.3056,3.14159,2
68340,2025-03-29 02:15:00,37.15527,-122.13854,164M,M,14.5,300,0.1735,5.63512,2
68640,2025-03-29 02:20:00,37.15547,-122.13873,164M,M,27.9,300,0.3347,5.11865,2
68940,2025-03-29 02:25:00,37.15559,-122.13908,164M,M,33.8,300,0.4052,1.99683,2
69240,2025-03-29 02:30:00,37.15542,-122.13861,164M,M,45.7,300,0.5489,2.04219,3
69540,2025-03-29 02:35:00,37.15529,-122.13829,164M,M,31.8,300,0.382,3.14159,2
69840,2025-03-29 02:40:00,37.15508,-122.13829,164M,M,23.4,300,0.2802,0.23025,2
70140,2025-03-29 02:45:00,37.15525,-122.13824,164M,M,19.4,300,0.233,5.3699,2
70440,2025-03-29 02:50:00,37.15533,-122.13837,164M,M,14.6,300,0.1747,3.19846,2
70740,2025-03-29 02:55:00,37.15519,-122.13838,164M,M,15.6,300,0.1871,1.44598,2
71040,2025-03-29 03:00:00,37.15522,-122.13808,164M,M,26.8,300,0.3215,1.9005,2
71340,2025-03-29 03:05:00,37.15519,-122.13797,164M,M,10.3,300,0.1236,4.81164,2
71640,2025-03-29 03:10:00,37.15524,-122.1386,164M,M,56.1,300,0.6733,5.35387,3
71940,2025-03-29 03:15:00,37.15549,-122.13902,164M,M,46.5,300,0.5575,1.87803,3
72240,2025-03-29 03:20:00,37.15527,-122.13815,164M,M,80.9,300,0.9707,1.74025,3
72540,2025-03-29 03:25:00,37.15524,-122.13793,164M,M,19.8,300,0.2374,4.93281,2
72840,2025-03-29 03:30:00,37.15534,-122.13849,164M,M,50.9,300,0.6103,2.30701,3
73200,2025-03-29 03:36:00,37.15521,-122.13831,164M,M,21.5,360,0.2153,1.07742,2
73440,2025-03-29 03:40:00,37.15524,-122.13824,164M,M,7.0,240,0.1057,4.58757,2
73740,2025-03-29 03:45:00,37.15523,-122.13834,164M,M,8.9,300,0.1072,0.0,2
74040,2025-03-29 03:50:00,37.15525,-122.13834,164M,M,2.2,300,0.0267,3.00503,1
74340,2025-03-29 03:55:00,37.15496,-122.13829,164M,M,32.5,300,0.3906,0.2441,2
74640,2025-03-29 04:00:00,37.15512,-122.13824,164M,M,18.3,300,0.22,5.70093,2
74940,2025-03-29 04:05:00,37.15535,-122.13843,164M,M,30.6,300,0.3674,2.76238,2
75240,2025-03-29 04:10:00,37.15517,-122.13834,164M,M,21.5,300,0.2585,4.35238,2
75540,2025-03-29 04:15:00,37.15514,-122.13844,164M,M,9.5,300,0.1136,1.43948,2
75840,2025-03-29 04:20:00,37.15516,-122.13825,164M,M,17.0,300,0.2038,2.66546,2
76140,2025-03-29 04:25:00,37.15499,-122.13814,164M,M,21.3,300,0.2552,5.8731,2
76440,2025-03-29 04:30:00,37.15521,-122.13826,164M,M,26.7,300,0.3201,1.91501,2
76740,2025-03-29 04:35:00,37.15517,-122.13812,164M,M,13.2,300,0.1582,3.24089,2
77040,2025-03-29 04:40:00,37.15501,-122.13814,164M,M,17.9,300,0.2146,3.62008,2
77340,2025-03-29 04:45:00,37.15438,-122.13855,164M,M,78.9,300,0.947,3.17801,3
77640,2025-03-29 04:50:00,37.15263,-122.13863,164M,M,194.7,300,2.3366,3.14159,4
77940,2025-03-29 04:55:00,37.15227,-122.13863,164M,M,40.0,300,0.4804,3.47711,2
78300,2025-03-29 05:01:00,37.15163,-122.13891,164M,M,75.4,360,0.7537,4.31628,3
78540,2025-03-29 05:05:00,37.15153,-122.13921,164M,M,28.8,240,0.4323,4.04866,2
78840,2025-03-29 05:10:00,37.15105,-122.13998,164M,M,86.6,300,1.0396,3.90023,3
79140,2025-03-29 05:15:00,37.15031,-122.14086,164M,M,113.4,300,1.3605,4.47108,3
79440,2025-03-29 05:20:00,37.1499,-122.14295,164M,M,190.8,300,2.2891,5.1085,4
79740,2025-03-29 05:25:00,37.15036,-122.14433,164M,M,132.6,300,1.5909,3.56606,3
80040,2025-03-29 05:30:00,37.14939,-122.14488,164M,M,118.4,300,1.4204,2.37674,3
80340,2025-03-29 05:35:00,37.1489,-122.14429,164M,M,75.5,300,0.9062,3.30142,3
80640,2025-03-29 05:40:00,37.14801,-122.14447,164M,M,100.2,300,1.2029,2.49984,3
80940,2025-03-29 05:45:00,37.14769,-122.14417,164M,M,44.4,300,0.533,1.27898,3
81240,2025-03-29 05:50:00,37.14786,-122.14346,164M,M,65.7,300,0.7885,2.15812,3
81540,2025-03-29 05:55:00,37.1476,-122.14297,164M,M,52.2,300,0.6261,4.8656,3
81840,2025-03-29 06:00:00,37.14776,-122.14427,164M,M,116.6,300,1.399,1.59996,3
82140,2025-03-29 06:05:00,37.14772,-122.14255,164M,M,152.5,300,1.8301,4.62458,3
82440,2025-03-29 06:10:00,37.1476,-122.14426,164M,M,152.1,300,1.8258,2.24949,3
82740,2025-03-29 06:15:00,37.14724,-122.1437,164M,M,63.8,300,0.7652,4.34864,3
83040,2025-03-29 06:20:00,37.1468,-122.14515,164M,M,137.5,300,1.6502,2.47459,3
83340,2025-03-29 06:25:00,37.14598,-122.14434,164M,M,116.1,300,1.3926,1.20606,3
83640,2025-03-29 06:30:00,37.14605,-122.14411,164M,M,21.8,300,0.2619,3.23449,2
83940,2025-03-29 06:35:00,37.14528,-122.1442,164M,M,86.0,300,1.0319,0.15809,3
84240,2025-03-29 06:40:00,37.14538,-122.14418,164M,M,11.3,300,0.1351,3.86644,2
84540,2025-03-29 06:45:00,37.14529,-122.14428,164M,M,13.4,300,0.1604,2.358,2
84840,2025-03-29 06:50:00,37.14513,-122.14408,164M,M,25.1,300,0.3014,5.90393,2
85140,2025-03-29 06:55:00,37.14531,-122.14417,164M,M,21.5,300,0.2586,2.35801,2
85440,2025-03-29 07:00:00,37.14527,-122.14412,164M,M,6.3,300,0.0753,3.5877,2
85740,2025-03-29 07:05:00,37.14522,-122.14415,164M,M,6.2,300,0.074,0.1036,2
